District,RepName,Score,State,Year
7,Archer,36,Texas,1981
8,Fields,14,Texas,1981
9,Brooks,43,Texas,1981
10,Pickle,43,Texas,1981
11,Leath,14,Texas,1981
12,Wright,30,Texas,1981
13,Hightower,21,Texas,1981
14,Patman,29,Texas,1981
15,de la Garza,36,Texas,1981
16,White,14,Texas,1981
17,Stenholm,7,Texas,1981
18,Leland,84,Texas,1981
19,Hance,22,Texas,1981
20,Gonzalez,56,Texas,1981
21,Loeffler,7,Texas,1981
22,Paul,48,Texas,1981
23,Kazen,36,Texas,1981
24,Frost,73,Texas,1981
1,Hansen,7,Utah,1981
2,Marriott,7,Utah,1981
1,Jeffords,68,Vermont,1981
1,Trible,21,Virginia,1981
2,Whitehurst,36,Virginia,1981
3,Bliley,21,Virginia,1981
4,"Daniel, R.W.",36,Virginia,1981
5,"Daniel, Dan",14,Virginia,1981
6,Butler,21,Virginia,1981
7,Robinson,7,Virginia,1981
8,Parris,30,Virginia,1981
9,Wampler,14,Virginia,1981
10,Wolf,29,Virginia,1981
1,Pritchard,59,Washington,1981
2,Swift,71,Washington,1981
3,Bonker,99,Washington,1981
4,Morrison,14,Washington,1981
5,Foley,48,Washington,1981
6,Dicks,53,Washington,1981
7,Lowry,100,Washington,1981
1,Mollohan,37,West Virginia,1981
2,Benedict,15,West Virginia,1981
3,Staton,36,West Virginia,1981
4,Rahall,53,West Virginia,1981
1,Aspin,93,Wisconsin,1981
2,Kastenmeier,100,Wisconsin,1981
3,Gunderson,43,Wisconsin,1981
4,Zablocki,37,Wisconsin,1981
5,Reuss,97,Wisconsin,1981
6,Petri,64,Wisconsin,1981
7,Obey,100,Wisconsin,1981
8,Roth,41,Wisconsin,1981
9,Sensenbrenner,57,Wisconsin,1981
1,Cheney,6,Wyoming,1981
1,Edwards,11,Alabama,1982
2,Dickinson,8,Alabama,1982
3,Nichols,26,Alabama,1982
4,Bevill,49,Alabama,1982
5,Flippo,39,Alabama,1982
6,Smith,12,Alabama,1982
7,Shelby,21,Alabama,1982
1,Young,17,Alaska,1982
1,Rhodes,22,Arizona,1982
2,Udall,73,Arizona,1982
3,Stump,3,Arizona,1982
4,Rudd,3,Arizona,1982
1,Alexander,45,Arkansas,1982
2,Bethune,35,Arkansas,1982
3,Hammerschmidt,16,Arkansas,1982
4,Anthony,40,Arkansas,1982
1,Chappie,6,California,1982
2,Clausen,38,California,1982
3,Matsui,83,California,1982
4,Fazio,77,California,1982
5,"Burton, J.",65,California,1982
6,"Burton, P.",88,California,1982
7,Miller,91,California,1982
8,Dellums,99,California,1982
9,Stark,90,California,1982
10,Edwards,100,California,1982
11,Lantos,73,California,1982
12,McCloskey,43,California,1982
13,Mineta,75,California,1982
14,Shumway,16,California,1982
15,Coelho,78,California,1982
16,Panetta,71,California,1982
17,Pashayan,7,California,1982
18,Thomas,11,California,1982
19,Lagomarsino,42,California,1982
20,Goldwater,9,California,1982
21,Fiedler,34,California,1982
22,Moorhead,25,California,1982
23,Beilenson,90,California,1982
24,Waxman,96,California,1982
25,Roybal,86,California,1982
26,Rousselot,6,California,1982
27,Dornan,11,California,1982
28,Dixon,69,California,1982
29,Hawkins,77,California,1982
30,Martinez,84,California,1982
31,Dymally,69,California,1982
32,Anderson,67,California,1982
33,Grisham,11,California,1982
34,Lundgren,25,California,1982
35,Dreier,11,California,1982
36,Brown,78,California,1982
37,Lewis,7,California,1982
38,Patterson,81,California,1982
39,Dannemeyer,21,California,1982
40,Badham,6,California,1982
41,Lowery,30,California,1982
42,Hunter,12,California,1982
43,Burgener,5,California,1982
1,Schroeder,95,Colorado,1982
2,Wirth,89,Colorado,1982
3,Kogovsek,62,Colorado,1982
4,Brown,25,Colorado,1982
5,Kramer,21,Colorado,1982
1,Kennelley,83,Connecticut,1982
2,Gejdenson,84,Connecticut,1982
3,Denardis,83,Connecticut,1982
4,McKinney,73,Connecticut,1982
5,Ratchford,79,Connecticut,1982
6,Moffett,76,Connecticut,1982
1,Evans,67,Delaware,1982
1,Hutto,51,Florida,1982
2,Fuqua,60,Florida,1982
3,Bennett,46,Florida,1982
4,Chappell,34,Florida,1982
5,McCollum,42,Florida,1982
6,Young,31,Florida,1982
7,Gibbons,62,Florida,1982
8,Ireland,24,Florida,1982
9,Nelson,71,Florida,1982
10,Bafalis,14,Florida,1982
11,Mica,62,Florida,1982
12,Shaw,33,Florida,1982
13,Lehman,87,Florida,1982
14,Pepper,66,Florida,1982
15,Fascell,69,Florida,1982
1,Ginn,52,Georgia,1982
2,Hatcher,40,Georgia,1982
3,Brinkley,58,Georgia,1982
4,Levitas,75,Georgia,1982
5,Fowler,84,Georgia,1982
6,Gingrich,66,Georgia,1982
7,McDonald,17,Georgia,1982
8,Evans,60,Georgia,1982
9,Jenkins,61,Georgia,1982
10,Barnard,46,Georgia,1982
1,Heftel,71,Hawaii,1982
2,Akaka,64,Hawaii,1982
1,Craig,16,Idaho,1982
2,Hansen,7,Idaho,1982
1,Washington,92,Illinois,1982
2,Savage,83,Illinois,1982
3,Russo,90,Illinois,1982
4,Derwinski,11,Illinois,1982
5,Fary,55,Illinois,1982
6,Hyde,34,Illinois,1982
7,Collins,87,Illinois,1982
8,Rostenkowski,73,Illinois,1982
9,Yates,96,Illinois,1982
10,Porter,59,Illinois,1982
11,Annunzio,69,Illinois,1982
12,"Crane, P.",26,Illinois,1982
13,McClory,32,Illinois,1982
14,Erlenborn,17,Illinois,1982
15,Corcoran,29,Illinois,1982
16,Martin,63,Illinois,1982
17,O'Brien,33,Illinois,1982
18,Michel,16,Illinois,1982
19,Railsback,54,Illinois,1982
20,Findley,54,Illinois,1982
21,Madigan,45,Illinois,1982
22,"Crane, D.",21,Illinois,1982
23,Price,64,Illinois,1982
24,Simon,83,Illinois,1982
1,Hall,73,Indiana,1982
2,Fithian,86,Indiana,1982
3,Hiler,38,Indiana,1982
4,Coats,47,Indiana,1982
5,Hillis,33,Indiana,1982
6,Evans,74,Indiana,1982
7,Myers,8,Indiana,1982
8,Deckard,84,Indiana,1982
9,Hamilton,79,Indiana,1982
10,Sharp ,83,Indiana,1982
11,Jacobs,80,Indiana,1982
1,Leach,75,Iowa,1982
2,Tauke,70,Iowa,1982
3,Evans,60,Iowa,1982
4,Smith,68,Iowa,1982
5,Harkin,95,Iowa,1982
6,Bedell,95,Iowa,1982
1,Roberts,14,Kansas,1982
2,Jeffries,23,Kansas,1982
3,Winn,9,Kansas,1982
4,Glickman,77,Kansas,1982
5,Whittaker,23,Kansas,1982
1,Hubbard,30,Kentucky,1982
2,Natcher,58,Kentucky,1982
3,Mazzoli,69,Kentucky,1982
4,Snyder,30,Kentucky,1982
5,Rogers,25,Kentucky,1982
6,Hopkins,33,Kentucky,1982
7,Perkins,58,Kentucky,1982
1,Livingston,34,Louisiana,1982
2,Boggs,67,Louisiana,1982
3,Tauzin,42,Louisiana,1982
4,Roemer,58,Louisiana,1982
5,Huckaby,59,Louisiana,1982
6,Moore,38,Louisiana,1982
7,Breaux,37,Louisiana,1982
8,Long,57,Louisiana,1982
1,Emery,76,Maine,1982
2,Snowe,61,Maine,1982
1,Dyson,64,Maryland,1982
2,Long,90,Maryland,1982
3,Mikulski,87,Maryland,1982
4,Holt,31,Maryland,1982
5,Hoyer,92,Maryland,1982
6,Byron,43,Maryland,1982
7,Mitchell,87,Maryland,1982
8,Barnes,100,Maryland,1982
1,Conte,75,Massachusetts,1982
2,Boland,82,Massachusetts,1982
3,Early,87,Massachusetts,1982
4,Frank,92,Massachusetts,1982
5,Shannon,90,Massachusetts,1982
6,Mavroules,75,Massachusetts,1982
7,Markey,90,Massachusetts,1982
8,O'Neill,NA,Massachusetts,1982
9,Moakley,90,Massachusetts,1982
10,Heckler,77,Massachusetts,1982
11,Donnelly,76,Massachusetts,1982
12,Studds,100,Massachusetts,1982
1,Conyers,93,Michigan,1982
2,Pursell,46,Michigan,1982
3,Wolpe,100,Michigan,1982
4,Siljander,26,Michigan,1982
5,Sawyer,53,Michigan,1982
6,Dunn,46,Michigan,1982
7,Kildee,96,Michigan,1982
8,Traxler,84,Michigan,1982
9,Vander Jagt,51,Michigan,1982
10,Albosta,67,Michigan,1982
11,Davis,45,Michigan,1982
12,Bonior,99,Michigan,1982
13,Crockett,90,Michigan,1982
14,Hertel,93,Michigan,1982
15,Ford,87,Michigan,1982
16,Dingell,84,Michigan,1982
17,Brodhead,95,Michigan,1982
18,Blanchard,80,Michigan,1982
19,Broomfield,26,Michigan,1982
1,Erdahl,51,Minnesota,1982
2,Hagedorn,11,Minnesota,1982
3,Frenzel,38,Minnesota,1982
4,Vento,87,Minnesota,1982
5,Sabo,80,Minnesota,1982
6,Weber,75,Minnesota,1982
7,Stangeland,12,Minnesota,1982
8,Oberstar,93,Minnesota,1982
1,Whitten,43,Mississippi,1982
2,Bowen,50,Mississippi,1982
3,Montgomery,25,Mississippi,1982
4,Dowdy,51,Mississippi,1982
5,Lott,21,Mississippi,1982
1,Clay,96,Missouri,1982
2,Young,42,Missouri,1982
3,Gephardt,59,Missouri,1982
4,Skelton,51,Missouri,1982
5,Bolling,69,Missouri,1982
6,Coleman,34,Missouri,1982
7,Taylor,2,Missouri,1982
8,Bailey,21,Missouri,1982
9,Volkmer,62,Missouri,1982
10,Emerson,13,Missouri,1982
1,Williams,73,Montana,1982
2,Marlenee,11,Montana,1982
1,Bereuter,38,Nebraska,1982
2,Daub,21,Nebraska,1982
3,Smith,13,Nebraska,1982
1,Santini,40,Nevada,1982
1,D'Amours,82,New Hampshire,1982
2,Gregg,48,New Hampshire,1982
1,Florio,99,New Jersey,1982
2,Hughes,92,New Jersey,1982
3,Howard,90,New Jersey,1982
4,Smith,75,New Jersey,1982
5,Fenwick,80,New Jersey,1982
6,Forsythe,26,New Jersey,1982
7,Roukema,67,New Jersey,1982
8,Roe ,75,New Jersey,1982
9,Hollenbeck,72,New Jersey,1982
10,Rodino,93,New Jersey,1982
11,Minish,92,New Jersey,1982
12,Rinaldo,73,New Jersey,1982
13,Courter,72,New Jersey,1982
14,Guarini,84,New Jersey,1982
15,Dwyer,83,New Jersey,1982
1,Lujan,21,New Mexico,1982
2,Skeen,8,New Mexico,1982
1,Carney,33,New York,1982
2,Downey,96,New York,1982
3,Carman,25,New York,1982
4,Lent,57,New York,1982
5,McGrath,64,New York,1982
6,Leboutillier,41,New York,1982
7,Addabbo,87,New York,1982
8,Rosenthal,86,New York,1982
9,Ferraro,92,New York,1982
10,Biaggi,79,New York,1982
11,Scheuer,95,New York,1982
12,Chisholm,86,New York,1982
13,Solarz,96,New York,1982
14,Richmond,96,New York,1982
15,Zeferetti,67,New York,1982
16,Schumer,93,New York,1982
17,Molinari,64,New York,1982
18,Green,83,New York,1982
19,Rangel,96,New York,1982
20,Weiss,94,New York,1982
21,Garcia,87,New York,1982
22,Bingham,95,New York,1982
23,Peyser,87,New York,1982
24,Ottinger,96,New York,1982
25,Fish,68,New York,1982
26,Gilman,84,New York,1982
27,McHugh,96,New York,1982
28,Stratton,56,New York,1982
29,Solomon,34,New York,1982
30,Martin,54,New York,1982
31,Mitchell,71,New York,1982
32,Wortley,26,New York,1982
33,Lee,42,New York,1982
34,Hornton,49,New York,1982
35,Conable,43,New York,1982
36,LaFalce,80,New York,1982
37,Nowak,90,New York,1982
38,Kemp,40,New York,1982
39,Lundine,83,New York,1982
1,Jones,41,North Carolina,1982
2,Fountain,43,North Carolina,1982
3,Whitley,34,North Carolina,1982
4,Andrews,62,North Carolina,1982
5,Neal,66,North Carolina,1982
6,Johnston,11,North Carolina,1982
7,Rose ,61,North Carolina,1982
8,Hefner,51,North Carolina,1982
9,Martin,21,North Carolina,1982
10,Broyhill,22,North Carolina,1982
11,Hendon,7,North Carolina,1982
1,Dorgan,73,North Dakota,1982
1,Gradison,50,Ohio,1982
2,Luken,64,Ohio,1982
3,Hall,89,Ohio,1982
4,Oxley,16,Ohio,1982
5,Latta,25,Ohio,1982
6,McEwen,39,Ohio,1982
7,Brown,5,Ohio,1982
8,Kindness,12,Ohio,1982
9,Weber,42,Ohio,1982
10,Miller,42,Ohio,1982
11,Stanton,32,Ohio,1982
12,Shamansky,86,Ohio,1982
13,Pease,92,Ohio,1982
14,Seiberling,96,Ohio,1982
15,Wylie,48,Ohio,1982
16,Regula,60,Ohio,1982
17,Ashbrook,20,Ohio,1982
18,Appelgate,73,Ohio,1982
19,Williams,40,Ohio,1982
20,Oaker,88,Ohio,1982
21,Stokes,92,Ohio,1982
22,Eckart,88,Ohio,1982
23,Mottl,84,Ohio,1982
1,Jones,50,Oklahoma,1982
2,Synar,79,Oklahoma,1982
3,Watkins,39,Oklahoma,1982
4,McCurdy,54,Oklahoma,1982
5,Edwards,25,Oklahoma,1982
6,English,42,Oklahoma,1982
1,AuCoin,86,Oregon,1982
2,Smith,12,Oregon,1982
3,Wyden,92,Oregon,1982
4,Weaver,92,Oregon,1982
1,Foglietta,90,Pennsylvania,1982
2,Gray,83,Pennsylvania,1982
3,Smith,54,Pennsylvania,1982
4,Dougherty,42,Pennsylvania,1982
5,Schulze,19,Pennsylvania,1982
6,Yatron,70,Pennsylvania,1982
7,Edgar,90,Pennsylvania,1982
8,"Coyne, J.",48,Pennsylvania,1982
9,Shuster,31,Pennsylvania,1982
10,McDade,67,Pennsylvania,1982
11,Nelligan,43,Pennsylvania,1982
12,Murtha,62,Pennsylvania,1982
13,Coughlin,71,Pennsylvania,1982
14,"Coyne, W.",71,Pennsylvania,1982
15,Ritter,42,Pennsylvania,1982
16,Walker,38,Pennsylvania,1982
17,Ertel,51,Pennsylvania,1982
18,Walgren,88,Pennsylvania,1982
19,Goodling,54,Pennsylvania,1982
20,Gaydos,56,Pennsylvania,1982
21,Bailey,58,Pennsylvania,1982
22,Murphy,71,Pennsylvania,1982
23,Clinger,46,Pennsylvania,1982
24,Marks,63,Pennsylvania,1982
25,Atkinson,54,Pennsylvania,1982
1,St. Germain,78,Rhode Island,1982
2,Schneider,92,Rhode Island,1982
1,Hartnett,21,South Carolina,1982
2,Spence,21,South Carolina,1982
3,Derrick,80,South Carolina,1982
4,Campbell,21,South Carolina,1982
5,Holland,55,South Carolina,1982
6,Napier,11,South Carolina,1982
1,Daschle,76,South Dakota,1982
2,Roberts,3,South Dakota,1982
1,Quillen,7,Tennessee,1982
2,Duncan,29,Tennessee,1982
3,Bouquard,34,Tennessee,1982
4,Gore,71,Tennessee,1982
5,Boner,56,Tennessee,1982
6,Beard,0,Tennessee,1982
7,Jones,53,Tennessee,1982
8,Ford,80,Tennessee,1982
1,"Hall, S.",38,Texas,1982
2,Wilson,26,Texas,1982
3,Collins,11,Texas,1982
4,"Hall, R.",29,Texas,1982
5,Mattox,80,Texas,1982
6,Gramm,16,Texas,1982
7,Archer,16,Texas,1982
8,Fields,21,Texas,1982
9,Brooks,59,Texas,1982
10,Pickle,43,Texas,1982
11,Leath,21,Texas,1982
12,Wright,51,Texas,1982
13,Hightower,33,Texas,1982
14,Patman,29,Texas,1982
15,de la Garza,50,Texas,1982
16,White,25,Texas,1982
17,Stenholm,21,Texas,1982
18,Leland,81,Texas,1982
19,Hance,53,Texas,1982
20,Gonzalez,63,Texas,1982
21,Loeffler,8,Texas,1982
22,Paul,30,Texas,1982
23,Kazen,33,Texas,1982
24,Frost,71,Texas,1982
1,Hansen,12,Utah,1982
2,Marriott,21,Utah,1982
1,Jeffords,80,Vermont,1982
1,Trible,28,Virginia,1982
2,Whitehurst,16,Virginia,1982
3,Bliley,21,Virginia,1982
4,"Daniel, R.W.",16,Virginia,1982
5,"Daniel, Dan",16,Virginia,1982
6,Butler,6,Virginia,1982
7,Robinson,8,Virginia,1982
8,Parris,25,Virginia,1982
9,Wampler,12,Virginia,1982
10,Wolf,29,Virginia,1982
1,Pritchard,71,Washington,1982
2,Swift,75,Washington,1982
3,Bonker,77,Washington,1982
4,Morrison,29,Washington,1982
5,Foley,60,Washington,1982
6,Dicks,79,Washington,1982
7,Lowry,83,Washington,1982
1,Mollohan,46,West Virginia,1982
2,Benedict,7,West Virginia,1982
3,Staton,21,West Virginia,1982
4,Rahall,56,West Virginia,1982
1,Aspin,87,Wisconsin,1982
2,Kastenmeier,99,Wisconsin,1982
3,Gunderson,46,Wisconsin,1982
4,Zablocki,68,Wisconsin,1982
5,Reuss,92,Wisconsin,1982
6,Petri,71,Wisconsin,1982
7,Obey,99,Wisconsin,1982
8,Roth,42,Wisconsin,1982
9,Sensenbrenner,67,Wisconsin,1982
1,Cheney,3,Wyoming,1982
1,Edwards,31,Alabama,1983
2,Dickinson,15,Alabama,1983
3,Nichols,40,Alabama,1983
4,Bevill,45,Alabama,1983
5,Flippo,48,Alabama,1983
6,Erdreich,53,Alabama,1983
7,Shelby,14,Alabama,1983
1,Young,15,Alaska,1983
1,McCain,0,Arizona,1983
2,Udall,64,Arizona,1983
3,Stump,7,Arizona,1983
4,Rudd,14,Arizona,1983
5,McNulty,72,Arizona,1983
1,Alexander,42,Arkansas,1983
2,Bethune,37,Arkansas,1983
3,Hammerschmidt,21,Arkansas,1983
4,Anthony,29,Arkansas,1983
1,Bosco,65,California,1983
2,Chappie,6,California,1983
3,Matsui,79,California,1983
4,Fazio,81,California,1983
5,Burton,98,California,1983
6,Boxer,81,California,1983
7,Miller,73,California,1983
8,Dellums,91,California,1983
9,Stark,91,California,1983
10,Edwards,99,California,1983
11,Lantos,93,California,1983
12,Zschau,43,California,1983
13,Mineta,71,California,1983
14,Shumway,21,California,1983
15,Coelho,56,California,1983
16,Panetta,61,California,1983
17,Pashayan,6,California,1983
18,Lehman,68,California,1983
19,Lagomarsino,29,California,1983
20,Thomas,0,California,1983
21,Fiedler,29,California,1983
22,Moorhead,22,California,1983
23,Beilenson,86,California,1983
24,Waxman,100,California,1983
25,Roybal,64,California,1983
26,Berman,86,California,1983
27,Levine,76,California,1983
28,Dixon,79,California,1983
29,Hawkins,66,California,1983
30,Martinez,69,California,1983
31,Dymally,71,California,1983
32,Anderson,79,California,1983
33,Dreier,29,California,1983
34,Torres,75,California,1983
35,Lewis,14,California,1983
36,Brown,81,California,1983
37,McCandless,7,California,1983
38,Patterson,76,California,1983
39,Dannemeyer,30,California,1983
40,Badham,0,California,1983
41,Lowery,21,California,1983
42,Lundgren,30,California,1983
43,Packard,15,California,1983
44,Bates,93,California,1983
45,Hunter,14,California,1983
1,Shroeder,84,Colorado,1983
2,Wirth,80,Colorado,1983
3,Kogovsek,61,Colorado,1983
4,Brown,14,Colorado,1983
5,Kramer,6,Colorado,1983
6,Schaefer,0,Colorado,1983
1,Kennelly,86,Connecticut,1983
2,Gejdenson,91,Connecticut,1983
3,Morrison,91,Connecticut,1983
4,McKinney,90,Connecticut,1983
5,Ratchford,86,Connecticut,1983
6,Johnson,73,Connecticut,1983
1,Carper,93,Delaware,1983
1,Hutto,37,Florida,1983
2,Fuqua,43,Florida,1983
3,Bennett,57,Florida,1983
4,Chappell,48,Florida,1983
5,McCollum,36,Florida,1983
6,MacKay,76,Florida,1983
7,Gibbons,51,Florida,1983
8,Young,24,Florida,1983
9,Bilirakis,22,Florida,1983
10,Ireland,37,Florida,1983
11,Nelson,56,Florida,1983
12,Lewis,22,Florida,1983
13,Mack ,37,Florida,1983
14,Mica,53,Florida,1983
15,Shaw,22,Florida,1983
16,Smith,71,Florida,1983
17,Lehman,61,Florida,1983
18,Pepper,72,Florida,1983
19,Fascell,79,Florida,1983
1,Thomas,79,Georgia,1983
2,Hatcher,73,Georgia,1983
3,Ray,43,Georgia,1983
4,Levitas,46,Georgia,1983
5,Fowler,84,Georgia,1983
6,Gingrich,15,Georgia,1983
7,Darden,NA,Georgia,1983
8,Rowland,50,Georgia,1983
9,Jenkins,45,Georgia,1983
10,Barnard,22,Georgia,1983
1,Heftel,89,Hawaii,1983
2,Akaka,45,Hawaii,1983
1,Craig,24,Idaho,1983
2,Hansen,14,Idaho,1983
1,Hayes,60,Illinois,1983
2,Savage,81,Illinois,1983
3,Russo,79,Illinois,1983
4,O'Brien,42,Illinois,1983
5,Lipinski,65,Illinois,1983
6,Hyde,30,Illinois,1983
7,Collins,76,Illinois,1983
8,Rostenkowski,65,Illinois,1983
9,Yates,93,Illinois,1983
10,Porter,56,Illinois,1983
11,Annunzio,48,Illinois,1983
12,Crane,15,Illinois,1983
13,Erlenborn,16,Illinois,1983
14,Corcoran,32,Illinois,1983
15,Madigan,53,Illinois,1983
16,Martin ,56,Illinois,1983
17,Evans,100,Illinois,1983
18,Michel,22,Illinois,1983
19,Crane,31,Illinois,1983
20,Durbin,91,Illinois,1983
21,Price,68,Illinois,1983
22,Simon,76,Illinois,1983
1,Hall,76,Indiana,1983
2,Sharp,86,Indiana,1983
3,Hiler,29,Indiana,1983
4,Coats,21,Indiana,1983
5,Hillis,37,Indiana,1983
6,Burton,21,Indiana,1983
7,Myers,7,Indiana,1983
8,McCloskey,79,Indiana,1983
9,Hamilton,76,Indiana,1983
10,Jacobs,81,Indiana,1983
1,Leach,84,Iowa,1983
2,Tauke,79,Iowa,1983
3,Evans,65,Iowa,1983
4,Smith,45,Iowa,1983
5,Harkin,91,Iowa,1983
6,Bedell,100,Iowa,1983
1,Roberts,14,Kansas,1983
2,Slattery,79,Kansas,1983
3,Winn,7,Kansas,1983
4,Glickman,93,Kansas,1983
5,Whittaker,22,Kansas,1983
1,Hubbard,28,Kentucky,1983
2,Natcher,50,Kentucky,1983
3,Mazzoli,68,Kentucky,1983
4,Snyder,7,Kentucky,1983
5,Rogers,14,Kentucky,1983
6,Hopkins,14,Kentucky,1983
7,Perkins,71,Kentucky,1983
1,Livingston,14,Louisiana,1983
2,Boggs,53,Louisiana,1983
3,Tauzin,37,Louisiana,1983
4,Roemer,50,Louisiana,1983
5,Huckaby,43,Louisiana,1983
6,Moore,7,Louisiana,1983
7,Breaux,15,Louisiana,1983
8,Long,64,Louisiana,1983
1,McKernan,86,Maine,1983
2,Snowe,79,Maine,1983
1,Dyson,45,Maryland,1983
2,Long,76,Maryland,1983
3,Mikulski,86,Maryland,1983
4,Holt,0,Maryland,1983
5,Hoyer,71,Maryland,1983
6,Byron,56,Maryland,1983
7,Mitchell,90,Maryland,1983
8,Barnes,91,Maryland,1983
1,Conte,85,Massachusetts,1983
2,Boland,65,Massachusetts,1983
3,Early,76,Massachusetts,1983
4,Frank,91,Massachusetts,1983
5,Shannon,79,Massachusetts,1983
6,Mavroules,71,Massachusetts,1983
7,Markey,100,Massachusetts,1983
8,O'Neill,NA,Massachusetts,1983
9,Moakley,81,Massachusetts,1983
10,Studds,99,Massachusetts,1983
11,Donnelly,65,Massachusetts,1983
1,Conyers,73,Michigan,1983
2,Pursell,40,Michigan,1983
3,Wolpe,100,Michigan,1983
4,Siljander,40,Michigan,1983
5,Sawyer,45,Michigan,1983
6,Carr,71,Michigan,1983
7,Kildee,100,Michigan,1983
8,Traxler,79,Michigan,1983
9,Vander Jagt,23,Michigan,1983
10,Albosta,48,Michigan,1983
11,Davis,22,Michigan,1983
12,Bonior,97,Michigan,1983
13,Crockett,86,Michigan,1983
14,Hertel,100,Michigan,1983
15,Ford,70,Michigan,1983
16,Dingell,70,Michigan,1983
17,Levin ,86,Michigan,1983
18,Broomfield,65,Michigan,1983
1,Penny,86,Minnesota,1983
2,Weber,86,Minnesota,1983
3,Frenzel,30,Minnesota,1983
4,Vento,100,Minnesota,1983
5,Sabo,73,Minnesota,1983
6,Sikorski,100,Minnesota,1983
7,Stangeland,21,Minnesota,1983
8,Oberstar,86,Minnesota,1983
1,Whitten,45,Mississippi,1983
2,Franklin,6,Mississippi,1983
3,Montgomery,7,Mississippi,1983
4,Dowdy,65,Mississippi,1983
5,Lott,0,Mississippi,1983
1,Clay,76,Missouri,1983
2,Young,43,Missouri,1983
3,Gephardt,76,Missouri,1983
4,Skelton,61,Missouri,1983
5,Wheat,68,Missouri,1983
6,Coleman,57,Missouri,1983
7,Taylor,7,Missouri,1983
8,Emerson,14,Missouri,1983
9,Volkmer,69,Missouri,1983
1,Williams,81,Montana,1983
2,Marlenee,6,Montana,1983
1,Bereuter,45,Nebraska,1983
2,Daub,7,Nebraska,1983
3,Smith,21,Nebraska,1983
1,Reid,68,Nevada,1983
2,Vucanovich,0,Nevada,1983
1,D'Amours,91,New Hampshire,1983
2,Gregg,31,New Hampshire,1983
1,Florio,91,New Jersey,1983
2,Hughes,57,New Jersey,1983
3,Howard,65,New Jersey,1983
4,Smith,86,New Jersey,1983
5,Roukema,68,New Jersey,1983
6,Dwyer,57,New Jersey,1983
7,Rinaldo,79,New Jersey,1983
8,Roe ,64,New Jersey,1983
9,Torricelli,92,New Jersey,1983
10,Rodino,70,New Jersey,1983
11,Minish,100,New Jersey,1983
12,Courter,84,New Jersey,1983
13,Forsythe,44,New Jersey,1983
14,Guarini,65,New Jersey,1983
1,Lujan,7,New Mexico,1983
2,Skeen,7,New Mexico,1983
3,Richardson,84,New Mexico,1983
1,Carney,0,New York,1983
2,Downey,88,New York,1983
3,Mrazek,84,New York,1983
4,Lent,56,New York,1983
5,McGrath,48,New York,1983
6,Addabbo,81,New York,1983
7,Ackerman,74,New York,1983
8,Scheuer,79,New York,1983
9,Ferraro,68,New York,1983
10,Schumer,90,New York,1983
11,Towns,71,New York,1983
12,Owens,70,New York,1983
13,Solarz,73,New York,1983
14,Molinari,65,New York,1983
15,Green,71,New York,1983
16,Rangel,61,New York,1983
17,Weiss,90,New York,1983
18,Garcia,73,New York,1983
19,Biaggi,70,New York,1983
20,Ottinger,99,New York,1983
21,Fish,73,New York,1983
